Total KRW markets: 154
KRW-KAVA 119 2025-01-28 21:00:00
KRW-AHT 121 2025-01-28 21:00:00
KRW-LINK 123 2025-01-28 21:00:00
KRW-XTZ 125 2025-01-28 21:00:00
KRW-BORA 127 2025-01-28 21:00:00
KRW-JST 129 2025-01-28 21:00:00
KRW-CRO 131 2025-01-28 21:00:00
KRW-TOKAMAK 133 2025-01-28 21:00:00
KRW-SXP 135 2025-01-28 21:00:00
KRW-HUNT 136 2025-01-28 21:00:00
KRW-DOT 138 2025-01-28 21:00:00
KRW-MVL 139 2025-01-28 21:00:00
KRW-STRAX 140 2025-01-28 21:00:00
KRW-AQT 142 2025-01-28 21:00:00
KRW-GLM 144 2025-01-28 21:00:00
KRW-META 146 2025-01-28 21:00:00
KRW-FCT2 148 2025-01-28 21:00:00
KRW-CBK 150 2025-01-28 21:00:00
KRW-SAND 152 2025-01-28 21:00:00
KRW-HPO 154 2025-01-28 21:00:00
KRW-DOGE 156 2025-01-28 21:00:00
KRW-STRIKE 158 2025-01-28 21:00:00
KRW-PUNDIX 159 2025-01-28 21:00:00
KRW-FLOW 161 2025-01-28 21:00:00
KRW-AXS 162 2025-01-28 21:00:00
KRW-STX 164 2025-01-28 21:00:00
KRW-XEC 166 2025-01-28 21:00:00
KRW-SOL 168 2025-01-28 21:00:00
KRW-POL 170 2025-01-28 21:00:00
KRW-AAVE 172 2025-01-28 21:00:00
KRW-1INCH 174 2025-01-28 21:00:00
KRW-ALGO 176 2025-01-28 21:00:00
KRW-NEAR 178 2025-01-28 21:00:00
KRW-AVAX 180 2025-01-28 21:00:00
KRW-T 181 2025-01-28 21:00:00
KRW-CELO 183 2025-01-28 21:00:00
KRW-GMT 184 2025-01-28 21:00:00
KRW-APT 186 2025-01-28 21:00:00
KRW-SHIB 188 2025-01-28 21:00:00
KRW-MASK 190 2025-01-28 21:00:00
KRW-ARB 192 2025-01-28 21:00:00
KRW-EGLD 194 2025-01-28 21:00:00
KRW-SUI 196 2025-01-28 21:00:00
KRW-GRT 198 2025-01-28 21:00:00
KRW-BLUR 200 2025-01-28 21:00:00
KRW-IMX 202 2025-01-28 21:00:00
KRW-SEI 203 2025-01-28 21:00:00
KRW-MINA 205 2025-01-28 21:00:00
KRW-CTC 206 2025-01-28 21:00:00
KRW-ASTR 208 2025-01-28 21:00:00
KRW-ID 210 2025-01-28 21:00:00
KRW-PYTH 211 2025-01-28 21:00:00
KRW-MNT 213 2025-01-28 21:00:00
KRW-AKT 215 2025-01-28 21:00:00
KRW-ZETA 217 2025-01-28 21:00:00
KRW-AUCTION 219 2025-01-28 21:00:00
KRW-STG 221 2025-01-28 21:00:00
KRW-BEAM 223 2025-01-28 21:00:00
KRW-TAIKO 225 2025-01-28 21:00:00
KRW-USDT 226 2025-01-28 21:00:00
KRW-ONDO 228 2025-01-28 21:00:00
KRW-ZRO 229 2025-01-28 21:00:00
KRW-BLAST 231 2025-01-28 21:00:00
KRW-JUP 233 2025-01-28 21:00:00
KRW-ENS 234 2025-01-28 21:00:00
KRW-G 236 2025-01-28 21:00:00
KRW-PENDLE 238 2025-01-28 21:00:00
KRW-ATH 240 2025-01-28 21:00:00
KRW-USDC 242 2025-01-28 21:00:00
KRW-UXLINK 244 2025-01-28 21:00:00
KRW-BIGTIME 246 2025-01-28 21:00:00
KRW-CKB 248 2025-01-28 21:00:00
KRW-W 249 2025-01-28 21:00:00
KRW-CARV 251 2025-01-28 21:00:00
KRW-INJ 252 2025-01-28 21:00:00
KRW-MEW 254 2025-01-28 21:00:00
KRW-UNI 256 2025-01-28 21:00:00
KRW-SAFE 257 2025-01-28 21:00:00
KRW-DRIFT 259 2025-01-28 21:00:00
KRW-AGLD 261 2025-01-28 21:00:00
KRW-PEPE 263 2025-01-28 21:00:00
KRW-BONK 265 2025-01-28 21:00:00
KRW-RENDER 267 2025-01-28 21:00:00
KRW-MOVE 269 2025-01-28 21:00:00
KRW-ME 271 2025-01-28 21:00:00
KRW-MOCA 273 2025-01-28 21:00:00
KRW-VANA 274 2025-01-28 21:00:00
KRW-SONIC 276 2025-01-28 21:00:00
KRW-VTHO 278 2025-01-28 21:00:00
KRW-ANIME 279 2025-01-28 21:00:00
success migration table tb_market_hour
Total KRW markets: 155
KRW-BTC 2 2025-01-28 22:00:00
KRW-ETH 4 2025-01-28 22:00:00
KRW-NEO 6 2025-01-28 22:00:00
KRW-MTL 8 2025-01-28 22:00:00
KRW-XRP 10 2025-01-28 22:00:00
KRW-ETC 12 2025-01-28 22:00:00
KRW-SNT 14 2025-01-28 22:00:00
KRW-WAVES 16 2025-01-28 22:00:00
KRW-XEM 18 2025-01-28 22:00:00
KRW-QTUM 20 2025-01-28 22:00:00
KRW-LSK 21 2025-01-28 22:00:00
KRW-STEEM 23 2025-01-28 22:00:00
KRW-XLM 24 2025-01-28 22:00:00
KRW-ARDR 26 2025-01-28 22:00:00
KRW-ARK 28 2025-01-28 22:00:00
KRW-STORJ 30 2025-01-28 22:00:00
KRW-GRS 32 2025-01-28 22:00:00
KRW-ADA 34 2025-01-28 22:00:00
KRW-SBD 36 2025-01-28 22:00:00
KRW-POWR 38 2025-01-28 22:00:00
KRW-ICX 40 2025-01-28 22:00:00
KRW-EOS 42 2025-01-28 22:00:00
KRW-TRX 44 2025-01-28 22:00:00
KRW-SC 46 2025-01-28 22:00:00
KRW-ONT 48 2025-01-28 22:00:00
KRW-ZIL 50 2025-01-28 22:00:00
KRW-POLYX 52 2025-01-28 22:00:00
KRW-ZRX 54 2025-01-28 22:00:00
KRW-LOOM 55 2025-01-28 22:00:00
KRW-BCH 56 2025-01-28 22:00:00
KRW-BAT 58 2025-01-28 22:00:00
KRW-IOST 59 2025-01-28 22:00:00
KRW-CVC 61 2025-01-28 22:00:00
KRW-IQ 63 2025-01-28 22:00:00
KRW-IOTA 65 2025-01-28 22:00:00
KRW-HIFI 67 2025-01-28 22:00:00
KRW-ONG 69 2025-01-28 22:00:00
KRW-GAS 71 2025-01-28 22:00:00
KRW-BOUNTY 73 2025-01-28 22:00:00
KRW-ELF 75 2025-01-28 22:00:00
KRW-KNC 77 2025-01-28 22:00:00
KRW-BSV 78 2025-01-28 22:00:00
KRW-THETA 79 2025-01-28 22:00:00
KRW-QKC 81 2025-01-28 22:00:00
KRW-BTT 82 2025-01-28 22:00:00
KRW-MOC 84 2025-01-28 22:00:00
KRW-TFUEL 86 2025-01-28 22:00:00
KRW-MANA 88 2025-01-28 22:00:00
KRW-ANKR 90 2025-01-28 22:00:00
KRW-AERGO 92 2025-01-28 22:00:00
KRW-ATOM 94 2025-01-28 22:00:00
KRW-TT 96 2025-01-28 22:00:00
KRW-GAME2 98 2025-01-28 22:00:00
KRW-MBL 100 2025-01-28 22:00:00
KRW-WAXP 101 2025-01-28 22:00:00
KRW-HBAR 102 2025-01-28 22:00:00
KRW-MED 104 2025-01-28 22:00:00
KRW-MLK 105 2025-01-28 22:00:00
KRW-STPT 107 2025-01-28 22:00:00
KRW-ORBS 109 2025-01-28 22:00:00
KRW-VET 111 2025-01-28 22:00:00
KRW-CHZ 113 2025-01-28 22:00:00
KRW-STMX 115 2025-01-28 22:00:00
KRW-DKA 117 2025-01-28 22:00:00
KRW-HIVE 119 2025-01-28 22:00:00
KRW-KAVA 121 2025-01-28 22:00:00
KRW-AHT 123 2025-01-28 22:00:00
KRW-LINK 124 2025-01-28 22:00:00
KRW-XTZ 125 2025-01-28 22:00:00
KRW-BORA 127 2025-01-28 22:00:00
KRW-JST 128 2025-01-28 22:00:00
KRW-CRO 130 2025-01-28 22:00:00
KRW-TOKAMAK 132 2025-01-28 22:00:00
KRW-SXP 134 2025-01-28 22:00:00
KRW-HUNT 136 2025-01-28 22:00:00
KRW-DOT 138 2025-01-28 22:00:00
KRW-MVL 140 2025-01-28 22:00:00
KRW-STRAX 142 2025-01-28 22:00:00
KRW-AQT 144 2025-01-28 22:00:00
KRW-GLM 146 2025-01-28 22:00:00
KRW-META 147 2025-01-28 22:00:00
KRW-FCT2 148 2025-01-28 22:00:00
KRW-CBK 150 2025-01-28 22:00:00
KRW-SAND 152 2025-01-28 22:00:00
KRW-HPO 153 2025-01-28 22:00:00
KRW-DOGE 155 2025-01-28 22:00:00
KRW-STRIKE 157 2025-01-28 22:00:00
KRW-PUNDIX 159 2025-01-28 22:00:00
KRW-FLOW 161 2025-01-28 22:00:00
KRW-AXS 163 2025-01-28 22:00:00
KRW-STX 165 2025-01-28 22:00:00
KRW-XEC 167 2025-01-28 22:00:00
KRW-SOL 169 2025-01-28 22:00:00
KRW-POL 170 2025-01-28 22:00:00
KRW-AAVE 171 2025-01-28 22:00:00
KRW-1INCH 173 2025-01-28 22:00:00
KRW-ALGO 175 2025-01-28 22:00:00
KRW-NEAR 176 2025-01-28 22:00:00
KRW-AVAX 178 2025-01-28 22:00:00
KRW-T 180 2025-01-28 22:00:00
KRW-CELO 182 2025-01-28 22:00:00
KRW-GMT 184 2025-01-28 22:00:00
KRW-APT 186 2025-01-28 22:00:00
KRW-SHIB 188 2025-01-28 22:00:00
KRW-MASK 190 2025-01-28 22:00:00
KRW-ARB 192 2025-01-28 22:00:00
KRW-EGLD 193 2025-01-28 22:00:00
KRW-SUI 195 2025-01-28 22:00:00
KRW-GRT 197 2025-01-28 22:00:00
KRW-BLUR 198 2025-01-28 22:00:00
KRW-IMX 200 2025-01-28 22:00:00
KRW-SEI 202 2025-01-28 22:00:00
KRW-MINA 204 2025-01-28 22:00:00
KRW-CTC 206 2025-01-28 22:00:00
KRW-ASTR 208 2025-01-28 22:00:00
KRW-ID 210 2025-01-28 22:00:00
KRW-PYTH 212 2025-01-28 22:00:00
KRW-MNT 214 2025-01-28 22:00:00
KRW-AKT 215 2025-01-28 22:00:00
KRW-ZETA 217 2025-01-28 22:00:00
KRW-AUCTION 219 2025-01-28 22:00:00
KRW-STG 221 2025-01-28 22:00:00
KRW-BEAM 223 2025-01-28 22:00:00
KRW-TAIKO 225 2025-01-28 22:00:00
KRW-USDT 227 2025-01-28 22:00:00
KRW-ONDO 229 2025-01-28 22:00:00
KRW-ZRO 231 2025-01-28 22:00:00
KRW-BLAST 233 2025-01-28 22:00:00
KRW-JUP 235 2025-01-28 22:00:00
KRW-ENS 236 2025-01-28 22:00:00
KRW-G 237 2025-01-28 22:00:00
KRW-PENDLE 239 2025-01-28 22:00:00
KRW-ATH 241 2025-01-28 22:00:00
KRW-USDC 243 2025-01-28 22:00:00
KRW-UXLINK 245 2025-01-28 22:00:00
KRW-BIGTIME 247 2025-01-28 22:00:00
KRW-CKB 249 2025-01-28 22:00:00
KRW-W 251 2025-01-28 22:00:00
KRW-CARV 252 2025-01-28 22:00:00
KRW-INJ 254 2025-01-28 22:00:00
KRW-MEW 256 2025-01-28 22:00:00
KRW-UNI 258 2025-01-28 22:00:00
KRW-SAFE 259 2025-01-28 22:00:00
KRW-DRIFT 260 2025-01-28 22:00:00
KRW-AGLD 262 2025-01-28 22:00:00
KRW-PEPE 264 2025-01-28 22:00:00
KRW-BONK 266 2025-01-28 22:00:00
KRW-RENDER 268 2025-01-28 22:00:00
KRW-MOVE 270 2025-01-28 22:00:00
KRW-ME 272 2025-01-28 22:00:00
KRW-MOCA 274 2025-01-28 22:00:00
KRW-VANA 276 2025-01-28 22:00:00
KRW-SONIC 278 2025-01-28 22:00:00
KRW-VTHO 280 2025-01-28 22:00:00
KRW-ANIME 281 2025-01-28 22:00:00
success migration table tb_market_hour
Total KRW markets: 155
KRW-BTC 2 2025-01-28 23:00:00
KRW-ETH 4 2025-01-28 23:00:00
KRW-NEO 6 2025-01-28 23:00:00
KRW-MTL 8 2025-01-28 23:00:00
KRW-XRP 10 2025-01-28 23:00:00
KRW-ETC 12 2025-01-28 23:00:00
KRW-SNT 14 2025-01-28 23:00:00
KRW-WAVES 16 2025-01-28 23:00:00
KRW-XEM 18 2025-01-28 23:00:00
KRW-QTUM 20 2025-01-28 23:00:00
KRW-LSK 22 2025-01-28 23:00:00
KRW-STEEM 24 2025-01-28 23:00:00
KRW-XLM 26 2025-01-28 23:00:00
KRW-ARDR 28 2025-01-28 23:00:00
KRW-ARK 30 2025-01-28 23:00:00
KRW-STORJ 32 2025-01-28 23:00:00
KRW-GRS 34 2025-01-28 23:00:00
KRW-ADA 36 2025-01-28 23:00:00
KRW-SBD 38 2025-01-28 23:00:00
KRW-POWR 40 2025-01-28 23:00:00
KRW-ICX 42 2025-01-28 23:00:00
KRW-EOS 44 2025-01-28 23:00:00
KRW-TRX 46 2025-01-28 23:00:00
KRW-SC 48 2025-01-28 23:00:00
KRW-ONT 50 2025-01-28 23:00:00
KRW-ZIL 52 2025-01-28 23:00:00
KRW-POLYX 54 2025-01-28 23:00:00
KRW-ZRX 56 2025-01-28 23:00:00
KRW-LOOM 58 2025-01-28 23:00:00
KRW-BCH 60 2025-01-28 23:00:00
KRW-BAT 62 2025-01-28 23:00:00
KRW-IOST 64 2025-01-28 23:00:00
KRW-CVC 66 2025-01-28 23:00:00
KRW-IQ 68 2025-01-28 23:00:00
KRW-IOTA 70 2025-01-28 23:00:00
KRW-HIFI 72 2025-01-28 23:00:00
KRW-ONG 74 2025-01-28 23:00:00
KRW-GAS 76 2025-01-28 23:00:00
KRW-BOUNTY 78 2025-01-28 23:00:00
KRW-ELF 80 2025-01-28 23:00:00
KRW-KNC 82 2025-01-28 23:00:00
KRW-BSV 84 2025-01-28 23:00:00
KRW-THETA 86 2025-01-28 23:00:00
KRW-QKC 88 2025-01-28 23:00:00
KRW-BTT 90 2025-01-28 23:00:00
KRW-MOC 92 2025-01-28 23:00:00
KRW-TFUEL 94 2025-01-28 23:00:00
KRW-MANA 96 2025-01-28 23:00:00
KRW-ANKR 98 2025-01-28 23:00:00
KRW-AERGO 100 2025-01-28 23:00:00
KRW-ATOM 102 2025-01-28 23:00:00
KRW-TT 104 2025-01-28 23:00:00
KRW-GAME2 106 2025-01-28 23:00:00
KRW-MBL 108 2025-01-28 23:00:00
KRW-WAXP 110 2025-01-28 23:00:00
KRW-HBAR 112 2025-01-28 23:00:00
KRW-MED 114 2025-01-28 23:00:00
KRW-MLK 116 2025-01-28 23:00:00
KRW-STPT 118 2025-01-28 23:00:00
KRW-ORBS 120 2025-01-28 23:00:00
KRW-VET 122 2025-01-28 23:00:00
KRW-CHZ 124 2025-01-28 23:00:00
KRW-STMX 126 2025-01-28 23:00:00
KRW-DKA 128 2025-01-28 23:00:00
KRW-HIVE 130 2025-01-28 23:00:00
KRW-KAVA 132 2025-01-28 23:00:00
KRW-AHT 134 2025-01-28 23:00:00
KRW-LINK 136 2025-01-28 23:00:00
KRW-XTZ 138 2025-01-28 23:00:00
KRW-BORA 140 2025-01-28 23:00:00
KRW-JST 142 2025-01-28 23:00:00
KRW-CRO 144 2025-01-28 23:00:00
KRW-TOKAMAK 146 2025-01-28 23:00:00
KRW-SXP 148 2025-01-28 23:00:00
KRW-HUNT 150 2025-01-28 23:00:00
KRW-DOT 152 2025-01-28 23:00:00
KRW-MVL 154 2025-01-28 23:00:00
KRW-STRAX 156 2025-01-28 23:00:00
KRW-AQT 158 2025-01-28 23:00:00
KRW-GLM 160 2025-01-28 23:00:00
KRW-META 162 2025-01-28 23:00:00
KRW-FCT2 164 2025-01-28 23:00:00
KRW-CBK 166 2025-01-28 23:00:00
KRW-SAND 168 2025-01-28 23:00:00
KRW-HPO 170 2025-01-28 23:00:00
KRW-DOGE 172 2025-01-28 23:00:00
KRW-STRIKE 174 2025-01-28 23:00:00
KRW-PUNDIX 176 2025-01-28 23:00:00
KRW-FLOW 178 2025-01-28 23:00:00
KRW-AXS 180 2025-01-28 23:00:00
KRW-STX 182 2025-01-28 23:00:00
KRW-XEC 184 2025-01-28 23:00:00
KRW-SOL 186 2025-01-28 23:00:00
KRW-POL 188 2025-01-28 23:00:00
KRW-AAVE 190 2025-01-28 23:00:00
KRW-1INCH 192 2025-01-28 23:00:00
KRW-ALGO 194 2025-01-28 23:00:00
KRW-NEAR 196 2025-01-28 23:00:00
KRW-AVAX 198 2025-01-28 23:00:00
KRW-T 200 2025-01-28 23:00:00
KRW-CELO 202 2025-01-28 23:00:00
KRW-GMT 204 2025-01-28 23:00:00
KRW-APT 206 2025-01-28 23:00:00
KRW-SHIB 208 2025-01-28 23:00:00
KRW-MASK 210 2025-01-28 23:00:00
KRW-ARB 212 2025-01-28 23:00:00
KRW-EGLD 214 2025-01-28 23:00:00
KRW-SUI 216 2025-01-28 23:00:00
KRW-GRT 218 2025-01-28 23:00:00
KRW-BLUR 220 2025-01-28 23:00:00
KRW-IMX 222 2025-01-28 23:00:00
KRW-SEI 224 2025-01-28 23:00:00
KRW-MINA 226 2025-01-28 23:00:00
KRW-CTC 228 2025-01-28 23:00:00
KRW-ASTR 230 2025-01-28 23:00:00
KRW-ID 232 2025-01-28 23:00:00
KRW-PYTH 234 2025-01-28 23:00:00
KRW-MNT 236 2025-01-28 23:00:00
KRW-AKT 238 2025-01-28 23:00:00
KRW-ZETA 240 2025-01-28 23:00:00
KRW-AUCTION 242 2025-01-28 23:00:00
KRW-STG 244 2025-01-28 23:00:00
KRW-BEAM 246 2025-01-28 23:00:00
KRW-TAIKO 248 2025-01-28 23:00:00
KRW-USDT 250 2025-01-28 23:00:00
KRW-ONDO 252 2025-01-28 23:00:00
KRW-ZRO 254 2025-01-28 23:00:00
KRW-BLAST 256 2025-01-28 23:00:00
KRW-JUP 258 2025-01-28 23:00:00
KRW-ENS 260 2025-01-28 23:00:00
KRW-G 262 2025-01-28 23:00:00
KRW-PENDLE 264 2025-01-28 23:00:00
KRW-ATH 266 2025-01-28 23:00:00
KRW-USDC 268 2025-01-28 23:00:00
KRW-UXLINK 270 2025-01-28 23:00:00
KRW-BIGTIME 272 2025-01-28 23:00:00
KRW-CKB 274 2025-01-28 23:00:00
KRW-W 276 2025-01-28 23:00:00
KRW-CARV 278 2025-01-28 23:00:00
KRW-INJ 280 2025-01-28 23:00:00
KRW-MEW 282 2025-01-28 23:00:00
KRW-UNI 284 2025-01-28 23:00:00
KRW-SAFE 286 2025-01-28 23:00:00
KRW-DRIFT 288 2025-01-28 23:00:00
KRW-AGLD 290 2025-01-28 23:00:00
KRW-PEPE 292 2025-01-28 23:00:00
KRW-BONK 294 2025-01-28 23:00:00
KRW-RENDER 296 2025-01-28 23:00:00
KRW-MOVE 298 2025-01-28 23:00:00
KRW-ME 300 2025-01-28 23:00:00
KRW-MOCA 302 2025-01-28 23:00:00
KRW-VANA 304 2025-01-28 23:00:00
KRW-SONIC 306 2025-01-28 23:00:00
KRW-VTHO 308 2025-01-28 23:00:00
KRW-ANIME 310 2025-01-28 23:00:00
success migration table tb_market_hour
Total KRW markets: 155
KRW-BTC 2 2025-01-29 00:00:00
KRW-ETH 4 2025-01-29 00:00:00
KRW-NEO 6 2025-01-29 00:00:00
KRW-MTL 8 2025-01-29 00:00:00
KRW-XRP 10 2025-01-29 00:00:00
KRW-ETC 12 2025-01-29 00:00:00
KRW-SNT 14 2025-01-29 00:00:00
KRW-WAVES 16 2025-01-29 00:00:00
KRW-XEM 18 2025-01-29 00:00:00
KRW-QTUM 20 2025-01-29 00:00:00
KRW-LSK 21 2025-01-29 00:00:00
KRW-STEEM 22 2025-01-29 00:00:00
KRW-XLM 23 2025-01-29 00:00:00
KRW-ARDR 25 2025-01-29 00:00:00
KRW-ARK 27 2025-01-29 00:00:00
KRW-STORJ 29 2025-01-29 00:00:00
KRW-GRS 31 2025-01-29 00:00:00
KRW-ADA 33 2025-01-29 00:00:00
KRW-SBD 35 2025-01-29 00:00:00
KRW-POWR 37 2025-01-29 00:00:00
KRW-ICX 39 2025-01-29 00:00:00
KRW-EOS 41 2025-01-29 00:00:00
KRW-TRX 43 2025-01-29 00:00:00
KRW-SC 44 2025-01-29 00:00:00
KRW-ONT 45 2025-01-29 00:00:00
KRW-ZIL 46 2025-01-29 00:00:00
KRW-POLYX 48 2025-01-29 00:00:00
KRW-ZRX 50 2025-01-29 00:00:00
KRW-LOOM 52 2025-01-29 00:00:00
KRW-BCH 54 2025-01-29 00:00:00
KRW-BAT 56 2025-01-29 00:00:00
KRW-IOST 58 2025-01-29 00:00:00
KRW-CVC 60 2025-01-29 00:00:00
KRW-IQ 62 2025-01-29 00:00:00
KRW-IOTA 64 2025-01-29 00:00:00
KRW-HIFI 66 2025-01-29 00:00:00
KRW-ONG 67 2025-01-29 00:00:00
KRW-GAS 68 2025-01-29 00:00:00
KRW-BOUNTY 70 2025-01-29 00:00:00
KRW-ELF 72 2025-01-29 00:00:00
KRW-KNC 74 2025-01-29 00:00:00
KRW-BSV 76 2025-01-29 00:00:00
KRW-THETA 78 2025-01-29 00:00:00
KRW-QKC 80 2025-01-29 00:00:00
KRW-BTT 82 2025-01-29 00:00:00
KRW-MOC 84 2025-01-29 00:00:00
KRW-TFUEL 86 2025-01-29 00:00:00
KRW-MANA 88 2025-01-29 00:00:00
KRW-ANKR 89 2025-01-29 00:00:00
KRW-AERGO 90 2025-01-29 00:00:00
KRW-ATOM 92 2025-01-29 00:00:00
KRW-TT 94 2025-01-29 00:00:00
KRW-GAME2 96 2025-01-29 00:00:00
KRW-MBL 98 2025-01-29 00:00:00
KRW-WAXP 100 2025-01-29 00:00:00
KRW-HBAR 102 2025-01-29 00:00:00
KRW-MED 104 2025-01-29 00:00:00
KRW-MLK 106 2025-01-29 00:00:00
KRW-STPT 108 2025-01-29 00:00:00
KRW-ORBS 110 2025-01-29 00:00:00
KRW-VET 111 2025-01-29 00:00:00
KRW-CHZ 112 2025-01-29 00:00:00
KRW-STMX 114 2025-01-29 00:00:00
KRW-DKA 115 2025-01-29 00:00:00
KRW-HIVE 117 2025-01-29 00:00:00
KRW-KAVA 119 2025-01-29 00:00:00
KRW-AHT 121 2025-01-29 00:00:00
KRW-LINK 123 2025-01-29 00:00:00
KRW-XTZ 125 2025-01-29 00:00:00
KRW-BORA 127 2025-01-29 00:00:00
KRW-JST 129 2025-01-29 00:00:00
KRW-CRO 131 2025-01-29 00:00:00
KRW-TOKAMAK 133 2025-01-29 00:00:00
KRW-SXP 134 2025-01-29 00:00:00
KRW-HUNT 136 2025-01-29 00:00:00
KRW-DOT 137 2025-01-29 00:00:00
KRW-MVL 139 2025-01-29 00:00:00
KRW-STRAX 141 2025-01-29 00:00:00
KRW-AQT 143 2025-01-29 00:00:00
KRW-GLM 145 2025-01-29 00:00:00
KRW-META 147 2025-01-29 00:00:00
KRW-FCT2 149 2025-01-29 00:00:00
KRW-CBK 151 2025-01-29 00:00:00
KRW-SAND 152 2025-01-29 00:00:00
KRW-HPO 154 2025-01-29 00:00:00
KRW-DOGE 156 2025-01-29 00:00:00
KRW-STRIKE 157 2025-01-29 00:00:00
KRW-PUNDIX 159 2025-01-29 00:00:00
KRW-FLOW 160 2025-01-29 00:00:00
KRW-AXS 162 2025-01-29 00:00:00
KRW-STX 164 2025-01-29 00:00:00
KRW-XEC 166 2025-01-29 00:00:00
KRW-SOL 168 2025-01-29 00:00:00
KRW-POL 170 2025-01-29 00:00:00
KRW-AAVE 172 2025-01-29 00:00:00
KRW-1INCH 174 2025-01-29 00:00:00
KRW-ALGO 175 2025-01-29 00:00:00
KRW-NEAR 177 2025-01-29 00:00:00
KRW-AVAX 179 2025-01-29 00:00:00
KRW-T 180 2025-01-29 00:00:00
KRW-CELO 182 2025-01-29 00:00:00
KRW-GMT 183 2025-01-29 00:00:00
KRW-APT 185 2025-01-29 00:00:00
KRW-SHIB 187 2025-01-29 00:00:00
KRW-MASK 189 2025-01-29 00:00:00
KRW-ARB 191 2025-01-29 00:00:00
KRW-EGLD 193 2025-01-29 00:00:00
KRW-SUI 195 2025-01-29 00:00:00
KRW-GRT 197 2025-01-29 00:00:00
KRW-BLUR 199 2025-01-29 00:00:00
KRW-IMX 201 2025-01-29 00:00:00
KRW-SEI 202 2025-01-29 00:00:00
KRW-MINA 204 2025-01-29 00:00:00
KRW-CTC 205 2025-01-29 00:00:00
KRW-ASTR 207 2025-01-29 00:00:00
KRW-ID 209 2025-01-29 00:00:00
KRW-PYTH 211 2025-01-29 00:00:00
KRW-MNT 213 2025-01-29 00:00:00
KRW-AKT 215 2025-01-29 00:00:00
KRW-ZETA 217 2025-01-29 00:00:00
KRW-AUCTION 218 2025-01-29 00:00:00
KRW-STG 220 2025-01-29 00:00:00
KRW-BEAM 222 2025-01-29 00:00:00
KRW-TAIKO 224 2025-01-29 00:00:00
KRW-USDT 225 2025-01-29 00:00:00
KRW-ONDO 227 2025-01-29 00:00:00
KRW-ZRO 228 2025-01-29 00:00:00
KRW-BLAST 230 2025-01-29 00:00:00
KRW-JUP 232 2025-01-29 00:00:00
KRW-ENS 234 2025-01-29 00:00:00
KRW-G 236 2025-01-29 00:00:00
KRW-PENDLE 238 2025-01-29 00:00:00
KRW-ATH 240 2025-01-29 00:00:00
KRW-USDC 242 2025-01-29 00:00:00
KRW-UXLINK 244 2025-01-29 00:00:00
KRW-BIGTIME 246 2025-01-29 00:00:00
KRW-CKB 248 2025-01-29 00:00:00
KRW-W 250 2025-01-29 00:00:00
KRW-CARV 252 2025-01-29 00:00:00
KRW-INJ 254 2025-01-29 00:00:00
KRW-MEW 256 2025-01-29 00:00:00
KRW-UNI 258 2025-01-29 00:00:00
KRW-SAFE 260 2025-01-29 00:00:00
KRW-DRIFT 261 2025-01-29 00:00:00
KRW-AGLD 262 2025-01-29 00:00:00
KRW-PEPE 264 2025-01-29 00:00:00
KRW-BONK 266 2025-01-29 00:00:00
KRW-RENDER 268 2025-01-29 00:00:00
KRW-MOVE 270 2025-01-29 00:00:00
KRW-ME 272 2025-01-29 00:00:00
KRW-MOCA 274 2025-01-29 00:00:00
KRW-VANA 276 2025-01-29 00:00:00
KRW-SONIC 277 2025-01-29 00:00:00
KRW-VTHO 279 2025-01-29 00:00:00
KRW-ANIME 281 2025-01-29 00:00:00
success migration table tb_market_hour
Total KRW markets: 155
KRW-BTC 2 2025-01-29 01:00:00
KRW-ETH 4 2025-01-29 01:00:00
KRW-NEO 6 2025-01-29 01:00:00
KRW-MTL 8 2025-01-29 01:00:00
KRW-XRP 10 2025-01-29 01:00:00
KRW-ETC 12 2025-01-29 01:00:00
KRW-SNT 14 2025-01-29 01:00:00
KRW-WAVES 16 2025-01-29 01:00:00
KRW-XEM 18 2025-01-29 01:00:00
KRW-QTUM 20 2025-01-29 01:00:00
KRW-LSK 21 2025-01-29 01:00:00
KRW-STEEM 22 2025-01-29 01:00:00
KRW-XLM 23 2025-01-29 01:00:00
KRW-ARDR 25 2025-01-29 01:00:00
KRW-ARK 27 2025-01-29 01:00:00
KRW-STORJ 29 2025-01-29 01:00:00
KRW-GRS 31 2025-01-29 01:00:00
KRW-ADA 33 2025-01-29 01:00:00
KRW-SBD 35 2025-01-29 01:00:00
KRW-POWR 37 2025-01-29 01:00:00
KRW-ICX 39 2025-01-29 01:00:00
KRW-EOS 41 2025-01-29 01:00:00
KRW-TRX 43 2025-01-29 01:00:00
KRW-SC 44 2025-01-29 01:00:00
KRW-ONT 45 2025-01-29 01:00:00
KRW-ZIL 46 2025-01-29 01:00:00
KRW-POLYX 48 2025-01-29 01:00:00
KRW-ZRX 50 2025-01-29 01:00:00
KRW-LOOM 52 2025-01-29 01:00:00
KRW-BCH 54 2025-01-29 01:00:00
KRW-BAT 56 2025-01-29 01:00:00
KRW-IOST 58 2025-01-29 01:00:00
KRW-CVC 60 2025-01-29 01:00:00
KRW-IQ 62 2025-01-29 01:00:00
KRW-IOTA 64 2025-01-29 01:00:00
KRW-HIFI 66 2025-01-29 01:00:00
KRW-ONG 67 2025-01-29 01:00:00
KRW-GAS 68 2025-01-29 01:00:00
KRW-BOUNTY 69 2025-01-29 01:00:00
